8388	0
8388	1
8388	2
8388	3
8388	4
8388	5
8388	6
2777	0
2777	1
2777	2
2777	2
2777	7
2777	1
2777	8
2777	3
2777	5
262	9
262	7
262	4
262	2
262	10
262	5
262	11
262	3
683	7
683	8
683	12
683	13
683	10
683	5
683	14
683	15
683	11
683	3
683	16
683	17
5167	0
5167	2
5167	18
5167	19
5167	20
5167	3
5167	7
5167	5
4498	5
4498	3
4498	15
4498	7
4498	21
4498	8
4498	2
4498	22
4498	10
4498	23
4498	24
4498	25
4498	26
2200	21
2200	27
2200	2
2200	3
2200	7
2200	0
2200	5
2200	28
8300	0
8300	19
8300	29
8300	7
8300	5
8300	20
8300	2
8300	15
8300	3
8300	30
8300	2
8300	14
8300	31
8300	12
8300	30
1517	19
1517	32
1517	0
1517	3
1517	33
1517	8
1517	5
3237	34
3237	2
3237	35
3237	21
1386	0
1386	36
1386	2
1386	37
1386	30
1386	3
1386	5
4290	5
4290	19
4290	0
5984	19
5984	38
5984	39
5984	40
5984	2
5984	3
5984	8
5984	0
3567	5
3567	15
3567	3
3567	2
3567	29
3567	16
3567	7
3567	41
601	42
601	8
601	7
601	5
601	2
601	11
601	3
601	43
601	44
601	14
601	17
601	15
120	27
120	3
120	38
120	40
120	2
120	0
120	45
120	46
120	47
120	30
1849	34
1849	2
1849	48
1849	49
1849	50
1849	30
4315	1
4315	51
4315	52
4315	39
4315	2
4315	53
4315	3
4315	38
4315	54
4315	55
4315	6
4315	56
3381	0
3381	19
3381	30
3381	2
3381	3
3381	57
3381	6
3381	5
3381	30
3381	2
3381	58
1873	59
1873	2
1873	6
1873	60
1873	25
1873	2
1873	14
1873	61
1873	33
8808	5
8808	62
8808	63
8808	8
8808	64
8808	28
8808	15
8808	3
8808	2
2478	19
2478	3
2478	2
2478	65
2478	66
2478	38
2478	0
642	0
642	5
642	14
642	3
642	2
642	20
642	27
642	61
642	12
642	16
6523	67
6523	33
6523	8
6523	38
6523	32
6523	3
6523	54
6523	12
6523	68
6523	69
4556	5
4556	70
4556	61
4556	15
4556	71
4556	3
4556	27
1985	19
1985	0
1985	2
1985	8
1985	38
1985	3
1985	2
1985	72
6273	5
6273	2
6273	15
6273	3
6273	73
6273	74
6273	75
6273	7
6273	21
6273	8
7148	76
7148	61
7148	2
7148	7
7148	77
7148	5
7148	11
7148	15
7148	3
7148	14
7148	78
7148	17
9645	79
9645	11
9645	2
9645	8
9645	7
9645	14
9645	44
9645	3
9645	27
9645	5
9645	17
8158	2
8158	19
8158	0
8158	19
8158	5
8158	3
8158	6
8158	27
8158	56
8158	80
3386	29
3386	19
3386	61
3386	2
3386	11
3386	0
3386	3
3386	38
7963	81
7963	82
7963	83
7963	84
7963	85
7963	86
7963	8
7963	70
7963	21
148	27
148	51
148	87
148	38
148	2
148	3
148	88
148	89
148	90
148	91
148	92
148	54
1845	0
1845	19
1845	2
1845	3
1845	7
1845	30
1845	5
1845	30
7402	4
7402	2
7402	3
7402	57
7402	93
7402	23
7402	0
7402	5
7402	94
882	4
882	95
882	12
882	0
882	19
882	2
882	3
882	38
882	32
3750	19
3750	96
3750	8
3750	6
3750	5
3750	2
3750	11
3750	3
3750	0
1436	0
1436	19
1436	29
1436	5
1436	15
1436	11
1436	3
1436	2
1436	4
2365	97
2365	20
2365	2
2365	98
2365	6
2365	10
2365	5
2365	99
2365	11
2365	100
2365	101
2365	102
6236	36
6236	8
6236	103
6236	38
6236	104
6236	55
6236	3
6236	0
6236	99
6236	105
8282	19
8282	0
8282	2
8282	5
8282	3
8282	106
8282	107
8282	108
6720	29
6720	109
6720	2
6720	11
6720	69
6720	5
6307	1
6307	30
6307	7
6307	10
6307	38
6307	2
6307	40
6307	3
6307	54
6307	110
3922	38
3922	33
3922	3
3922	61
3922	111
3922	0
3922	14
3922	30
4335	21
4335	8
4335	112
4335	6
4335	5
4335	2
4335	22
4335	113
4335	23
4335	15
4335	11
4335	3
4335	26
4335	114
4338	19
4338	115
4338	0
4338	16
4338	38
4338	3
4338	14
5151	0
5151	116
5151	37
5151	30
5151	32
5151	3
5151	44
5151	74
5151	117
5151	33
5151	5
5151	4
5151	6
5151	21
4814	118
2178	19
2178	20
2178	38
2178	2
2178	3
2178	14
2178	0
2178	16
8023	16
8023	119
8023	120
8023	75
8023	121
8023	0
8023	2
8023	19
8023	5
8023	122
8023	21
8023	123
8023	124
8023	3
8023	6
8023	30
8023	30
8023	26
285	5
285	15
285	11
285	14
285	3
285	125
285	126
285	2
285	97
285	127
1894	86
1894	3
1894	2
1894	30
1894	0
1894	37
1894	5
1894	91
1894	19
6666	5
6666	4
6666	2
6666	3
6666	0
6666	128
6666	8
378	20
378	21
378	7
378	5
378	2
378	15
378	11
378	3
378	126
378	17
132	5
132	2
132	15
132	3
132	61
132	21
132	61
132	12
132	14
132	16
6533	129
6533	8
6533	7
6533	5
6533	14
6533	11
6533	15
6533	3
6533	2
6533	31
6533	16
6533	12
6533	5
6533	14
6533	20
6533	61
6533	21
6533	12
10391	129
10391	5
10391	11
10391	3
10391	15
10391	37
10391	61
10391	2
10391	14
10391	130
10391	131
3906	0
3906	19
3906	129
3906	5
3906	3
3906	8
1773	132
1773	30
1773	130
1773	37
1773	21
1773	2
1773	14
1773	10
2973	37
2973	2
2973	10
2973	8
2973	13
2973	5
2973	11
2973	15
2973	3
2973	16
2973	31
2973	133
1082	30
1082	134
1082	27
1082	135
1082	55
1082	2
1082	136
1082	3
1082	15
5960	0
5960	19
5960	39
5960	2
5960	3
5960	6
5960	8
5960	137
5960	5
10449	21
10449	8
10449	28
10449	6
10449	55
10449	3
10449	2
10449	5
10449	0
2656	7
2656	5
2656	21
2656	3
9856	138
9856	139
9856	30
9856	2
9856	99
9856	140
9856	141
9856	142
9856	143
9856	76
9856	2
9856	144
9856	145
9856	86
9856	2
9856	142
9856	99
972	5
972	2
972	99
972	11
