674	6
674	17
674	402
674	407
674	394
674	403
674	522
674	523
674	524
700	6
700	17
700	402
700	407
700	394
700	403
700	522
700	523
700	524
3789	6
3789	17
3789	402
3789	407
3789	394
3789	403
3789	522
3789	523
3789	524
1125	6
1125	17
1125	402
1125	407
1125	394
1125	403
1125	522
1125	523
1125	524
808	6
808	17
808	402
808	407
808	394
808	403
808	522
808	523
808	524
2540	6
2540	17
2540	402
2540	407
2540	394
2540	403
2540	522
2540	523
2540	524
3046	6
3046	17
3046	402
3046	407
3046	394
3046	403
3046	522
3046	523
3046	524
1686	6
1686	17
1686	402
1686	407
1686	394
1686	403
1686	522
1686	523
1686	524
2531	6
2531	17
2531	402
2531	407
2531	394
2531	403
2531	522
2531	523
2531	524
3529	6
3529	17
3529	402
3529	407
3529	394
3529	403
3529	522
3529	523
3529	524
1638	6
1638	17
1638	402
1638	407
1638	394
1638	403
1638	522
1638	523
1638	524
905	6
905	17
905	402
905	407
905	394
905	403
905	522
905	523
905	524
3573	6
3573	17
3573	402
3573	407
3573	394
3573	403
3573	522
3573	523
3573	524
1367	6
1367	17
1367	402
1367	407
1367	394
1367	403
1367	522
1367	523
1367	524
256	6
256	17
256	402
256	407
256	394
256	403
256	522
256	523
256	524
2161	6
2161	17
2161	402
2161	407
2161	394
2161	403
2161	522
2161	523
2161	524
3026	6
3026	17
3026	402
3026	407
3026	394
3026	403
3026	522
3026	523
3026	524
1097	6
1097	17
1097	402
1097	407
1097	394
1097	403
1097	522
1097	523
1097	524
2473	6
2473	17
2473	402
2473	407
2473	394
2473	403
2473	522
2473	523
2473	524
25	6
25	17
25	402
25	407
25	394
25	403
25	522
25	523
25	524
238	6
238	17
238	402
238	407
238	394
238	403
238	522
238	523
238	524
3442	6
3442	17
3442	402
3442	407
3442	394
3442	403
3442	522
3442	523
3442	524
132	6
132	17
132	402
132	407
132	394
132	403
132	522
132	523
132	524
224	6
224	17
224	402
224	407
224	394
224	403
224	522
224	523
224	524
1861	6
1861	17
1861	402
1861	407
1861	394
1861	403
1861	522
1861	523
1861	524
3699	6
3699	17
3699	402
3699	407
3699	394
3699	403
3699	522
3699	523
3699	524
1356	6
1356	17
1356	402
1356	407
1356	394
1356	403
1356	522
1356	523
1356	524
1159	6
1159	17
1159	402
1159	407
1159	394
1159	403
1159	522
1159	523
1159	524
2862	6
2862	17
2862	402
2862	407
2862	394
2862	403
2862	522
2862	523
2862	524
1442	6
1442	17
1442	402
1442	407
1442	394
1442	403
1442	522
1442	523
1442	524
1347	6
1347	17
1347	402
1347	407
1347	394
1347	403
1347	522
1347	523
1347	524
981	6
981	17
981	402
981	407
981	394
981	403
981	522
981	523
981	524
1921	6
1921	17
1921	402
1921	407
1921	394
1921	403
1921	522
1921	523
1921	524
3354	6
3354	17
3354	402
3354	407
3354	394
3354	403
3354	522
3354	523
3354	524
2529	6
2529	17
2529	402
2529	407
2529	394
2529	403
2529	522
2529	523
2529	524
3507	6
3507	17
3507	402
3507	407
3507	394
3507	403
3507	522
3507	523
3507	524
2863	6
2863	17
2863	402
2863	407
2863	394
2863	403
2863	522
2863	523
2863	524
2094	6
2094	17
2094	402
2094	407
2094	394
2094	403
2094	522
2094	523
2094	524
3382	6
3382	17
3382	402
3382	407
3382	394
3382	403
3382	522
3382	523
3382	524
46	6
46	17
46	402
46	407
46	394
46	403
46	522
46	523
46	524
783	6
783	17
783	402
783	407
783	394
783	403
783	522
783	523
783	524
2754	6
2754	17
2754	402
2754	407
2754	394
2754	403
2754	522
2754	523
2754	524
399	6
399	17
399	402
399	407
399	394
399	403
399	522
399	523
399	524
1478	6
1478	17
1478	402
1478	407
1478	394
1478	403
1478	522
1478	523
1478	524
2358	6
2358	17
2358	402
2358	407
2358	394
2358	403
2358	522
2358	523
2358	524
1004	6
1004	17
1004	402
1004	407
1004	394
1004	403
1004	522
1004	523
1004	524
664	6
664	17
664	402
664	407
664	394
664	403
664	522
664	523
664	524
3483	6
3483	17
3483	402
3483	407
3483	394
3483	403
3483	522
3483	523
3483	524
2879	6
2879	17
2879	402
2879	407
2879	394
2879	403
2879	522
2879	523
2879	524
158	6
158	17
158	402
158	407
158	394
158	403
158	522
158	523
158	524
102	6
102	17
102	402
102	407
102	394
102	403
102	522
102	523
102	524
1489	6
1489	17
1489	402
1489	407
1489	394
1489	403
1489	522
1489	523
1489	524
1515	6
1515	17
1515	402
1515	407
1515	394
1515	403
1515	522
1515	523
1515	524
2147	6
2147	17
2147	402
2147	407
2147	394
2147	403
2147	522
2147	523
2147	524
2842	6
2842	17
2842	402
2842	407
2842	394
2842	403
2842	522
2842	523
2842	524
425	6
425	17
425	402
425	407
425	394
425	403
425	522
425	523
425	524
951	6
951	17
951	402
951	407
951	394
951	403
951	522
951	523
951	524
3648	6
3648	17
3648	402
3648	407
3648	394
3648	403
3648	522
3648	523
3648	524
1293	6
1293	17
1293	402
1293	407
1293	394
1293	403
1293	522
1293	523
1293	524
927	6
927	17
927	402
927	407
927	394
