142	0
142	1
142	2
142	3
142	4
142	5
142	6
142	7
142	8
142	9
142	10
1553	10
1553	5
1553	7
1553	6
1553	0
1553	2
1553	1
1553	4
1553	3
1553	9
1553	11
1553	8
985	12
985	7
985	13
985	14
985	15
985	16
985	17
985	1
985	18
985	19
985	20
2948	5
2948	7
2948	6
2948	8
2948	9
2948	10
2948	21
2948	22
2948	0
2948	3
2948	2
2948	1
2948	4
2948	23
1697	7
1697	24
1697	6
1697	15
1697	5
1697	0
1697	4
1697	23
1697	2
1697	1
1697	25
1697	26
3457	27
3457	13
3457	28
3457	5
3457	0
3457	29
3457	7
3457	3
3457	1
3457	20
3457	7
3457	4
3457	30
3457	31
3457	20
3776	32
3776	0
3776	7
3776	3
3776	1
3776	33
3776	34
3776	6
3776	35
963	0
963	31
963	3
963	2
963	1
963	36
963	28
963	34
963	37
963	21
963	38
242	0
242	27
242	6
242	1
242	7
242	13
522	27
522	13
522	7
522	39
522	1
522	40
522	41
522	42
522	43
522	44
522	19
785	13
785	7
785	27
785	1
785	6
785	19
1137	15
1137	1
1137	19
1137	45
1137	7
1137	27
1137	46
1137	47
1137	48
1137	20
306	13
306	0
306	1
306	6
306	7
306	27
6322	0
6322	4
6322	2
6322	1
6322	7
6322	5
6322	6
6322	49
6322	50
6322	11
5596	51
5596	52
5596	2
5596	10
5596	7
5596	53
5596	54
5596	1
5596	0
5596	8
68	0
68	7
68	1
68	3
68	6
68	34
68	33
68	55
68	7
68	0
68	20
68	4
2579	5
2579	7
2579	6
2579	33
2579	1
2579	3
2579	56
2579	8
2579	37
2579	0
2579	7
2579	57
2579	8
2579	37
2579	20
4951	0
4951	58
4951	53
4951	3
4951	59
4951	1
4951	15
567	0
567	3
567	7
567	1
567	53
567	33
5346	5
5346	6
5346	7
5346	9
5346	60
5346	8
5346	0
5346	2
5346	3
5346	1
5346	4
5346	23
5346	10
3554	18
3554	7
3554	1
3554	61
3554	27
3554	62
3554	63
3554	15
6576	64
6576	53
6576	7
6576	5
6576	65
6576	0
6576	2
6576	3
6576	1
6576	4
6576	66
6576	10
1259	33
1259	7
1259	27
1259	13
1259	16
1259	0
1259	1
5348	67
5348	2
5348	7
5348	6
5348	5
5348	4
5348	23
5348	1
5348	15
5348	0
5348	10
5312	5
5312	7
5312	8
5312	6
5312	68
5312	0
5312	3
5312	1
5312	2
5312	4
5312	26
6942	69
6942	70
6942	71
6942	72
6942	73
6942	63
6942	6
6942	58
6942	33
2962	27
2962	7
2962	15
2962	33
2962	29
2962	19
2962	1
236	7
236	4
236	20
236	7
236	5
236	74
236	63
236	8
236	4
236	1
236	2
236	0
236	26
1816	0
1816	3
1816	2
1816	1
1816	75
1816	76
1816	7
1816	6
1816	77
1816	10
1027	78
1027	33
1027	79
1027	80
1027	20
1027	42
1027	81
1274	27
1274	13
1274	82
1274	1
1274	5
1274	83
1274	65
1274	0
1274	20
2226	0
2226	5
2226	7
2226	6
2226	84
2226	85
2226	4
2226	2
2226	3
2226	63
434	86
434	5
434	33
434	87
434	88
434	89
434	90
2921	84
2921	29
2921	7
2921	91
2921	34
2921	8
2921	0
2921	92
2921	2
2921	87
2921	93
2921	94
2920	19
2920	17
2920	1
2920	53
2920	95
2920	27
2920	4
2920	20
445	96
445	20
445	85
445	54
445	33
445	7
445	4
445	8
4926	27
4926	13
4926	7
4926	1
4926	5
4926	97
4926	0
4926	98
4926	99
4926	100
285	13
285	39
285	1
285	41
285	19
285	27
285	101
285	42
285	39
285	102
285	103
285	48
285	104
285	39
2794	105
2794	106
2794	53
2794	107
2794	31
2794	4
2794	23
2794	1
2794	108
2794	19
2794	27
331	20
331	109
331	15
331	110
331	111
331	7
331	112
331	1
331	3
1940	5
1940	0
1940	33
1940	1
544	20
544	64
544	100
544	113
544	33
544	114
544	115
2165	0
2165	7
2165	92
2165	2
2165	3
2165	6
2165	15
2165	116
2165	8
6844	11
6844	15
6844	6
6844	117
6844	7
6844	0
6844	4
6844	66
6844	23
6844	2
6844	1
2340	118
2340	0
2340	7
2340	2
2340	3
2340	1
2340	4
2340	5
2340	84
2340	6
2340	8
2340	119
2340	30
2340	100
2340	120
2340	20
2340	8
